Indian/Mayotte,+03:00,+03:00,EAT,EAT
Indian/Reunion,+04:00,+04:00,UTC+4,UTC+4
Iran,+03:30,+03:30,IRST,IRST
Israel,+02:00,+03:00,UTC+1,IDT
Jamaica,-05:00,-05:00,EST,EST
Japan,+09:00,+09:00,JST,JST
Kwajalein,+12:00,+12:00,MHT,MHT
Libya,+02:00,+02:00,EET,EET
MET,+01:00,+02:00,MET,MEST
Mexico/BajaNorte,-08:00,-07:00,PST,PDT
Mexico/BajaSur,-07:00,-07:00,MST,MST
Mexico/General,-06:00,-06:00,CST,CST
MST,-07:00,-07:00,MST,MST
MST7MDT,-07:00,-06:00,MST,MDT
Navajo,-07:00,-06:00,MST,MDT
NZ,+13:00,+12:00,NZDT,NZST
NZ-CHAT,+13:45,+12:45,UTC+13.75,UTC+12.75
Pacific/Apia,+13:00,+13:00,WST,WST
Pacific/Auckland,+13:00,+12:00,NZDT,NZST
Pacific/Bougainville,+11:00,+11:00,BST,BST
Pacific/Chatham,+13:45,+12:45,UTC+13.75,UTC+12.75
Pacific/Chuuk,+10:00,+10:00,CHUT,CHUT
Pacific/Easter,-05:00,-06:00,EADT,EAsT
Pacific/Efate,+11:00,+11:00,VUT,VUT
Pacific/Enderbury,+13:00,+13:00,UTC+13,UTC+13
Pacific/Fakaofo,+13:00,+13:00,TKT,TKT
Pacific/Fiji,+12:00,+12:00,FJT,FJT
Pacific/Funafuti,+12:00,+12:00,TVT,TVT
Pacific/Galapagos,-06:00,-06:00,GALT,GALT
Pacific/Gambier,-09:00,-09:00,UTC-9,UTC-9
Pacific/Guadalcanal,+11:00,+11:00,UTC+11,UTC+11
Pacific/Guam,+10:00,+10:00,ChST,ChST
Pacific/Honolulu,-10:00,-10:00,HST,HST
Pacific/Johnston,-10:00,-10:00,HST,HST
Pacific/Kanton,+13:00,+13:00,UTC+13,UTC+13
Pacific/Kiritimati,+14:00,+14:00,LINT,LINT
Pacific/Kosrae,+11:00,+11:00,KOST,KOST
Pacific/Kwajalein,+12:00,+12:00,MHT,MHT
Pacific/Majuro,+12:00,+12:00,MHT,MHT
Pacific/Marquesas,-09:30,-09:30,UTC-9.5,UTC-9.5
Pacific/Midway,-11:00,-11:00,SST,SST
Pacific/Nauru,+12:00,+12:00,NRT,NRT
Pacific/Niue,-11:00,-11:00,NUT,NUT
Pacific/Norfolk,+12:00,+11:00,NFDT,NFT
Pacific/Noumea,+11:00,+11:00,NCT,NCT
Pacific/Pago_Pago,-11:00,-11:00,SST,SST
Pacific/Palau,+09:00,+09:00,PWT,PWT
Pacific/Pitcairn,-08:00,-08:00,UTC-8,UTC-8
Pacific/Pohnpei,+11:00,+11:00,PONT,PONT
Pacific/Ponape,+11:00,+11:00,PONT,PONT
Pacific/Port_Moresby,+10:00,+10:00,PGT,PGT
Pacific/Rarotonga,-10:00,-10:00,CKT,CKT
Pacific/Saipan,+10:00,+10:00,ChST,ChST
Pacific/Samoa,-11:00,-11:00,SST,SST
Pacific/Tahiti,-10:00,-10:00,TAHT,TAHT
Pacific/Tarawa,+12:00,+12:00,GILT,GILT
Pacific/Tongatapu,+13:00,+13:00,TOT,TOT
Pacific/Truk,+10:00,+10:00,CHUT,CHUT
Pacific/Wake,+12:00,+12:00,UTC+12,UTC+12
Pacific/Wallis,+12:00,+12:00,WFT,WFT
Pacific/Yap,+10:00,+10:00,UTC+10,UTC+10
Poland,+01:00,+02:00,CET,CEST
Portugal,+00:00,+01:00,WET,WEST
PRC,+08:00,+08:00,CST,CST
PST8PDT,-08:00,-07:00,PST,PDT
ROC,+08:00,+08:00,CST,CST
ROK,+09:00,+09:00,KST,KST
Singapore,+08:00,+08:00,SGT,SGT
Turkey,+03:00,+03:00,TRT,TRT
UCT,+00:00,+00:00,UTC,UTC
Universal,+00:00,+00:00,UTC,UTC
US/Alaska,-09:00,-08:00,AKST,AKDT
US/Aleutian,-10:00,-09:00,HST,HDT
US/Arizona,-07:00,-07:00,MST,MST
US/Central,-06:00,-05:00,CST,CDT
US/East-Indiana,-05:00,-04:00,EST,EDT
US/Eastern,-05:00,-04:00,EST,EDT
US/Hawaii,-10:00,-10:00,HST,HST
US/Indiana-Starke,-06:00,-05:00,CST,CDT
US/Michigan,-05:00,-04:00,EST,EDT
US/Mountain,-07:00,-06:00,MST,MDT
US/Pacific,-08:00,-07:00,PST,PDT
US/Samoa,-11:00,-11:00,SST,SST
UTC,+00:00,+00:00,UTC,UTC
W-SU,+03:00,+03:00,MSK,MSK
WET,+00:00,+01:00,WET,WEST
Zulu,+00:00,+00:00,UTC,UTC
